Company,Inches,Cpu,Ram,Gpu,OpSys,SSD,Price
HP,15.6,amd ryzen 5 5500u,8gb,integrated graphics,No Os/ Linux,512gb ssd,562.94

HP,16,intel core i7-13700h,16gb,rtx 4060,No Os/ Linux,1tb ssd,1999

HP,16.1,intel core i7-13620h,32gb,rtx 4060,No Os/ Linux,1tb ssd,1349

MSI,16,intel core i7-13700hx,32gb,rtx 4050,No Os/ Linux,1tb ssd,2079

MSI,16,intel core i9-13980hx,32gb,rtx 4060,No Os/ Linux,2tb ssd,2749

MSI,16,intel core i7-13700hx,32gb,rtx 3000,No Os/ Linux,1tb ssd,2699

MSI,16,intel core i9-13980hx,32gb,rtx 4090,No Os/ Linux,1tb ssd,3199

MSI,17.3,intel core i7-13700h,32gb,rtx 4090,No Os/ Linux,1tb ssd,3169

MSI,13.4,intel core i7-1360p,16gb,integrated graphics,No Os/ Linux,1tb ssd,1799

Medion,15.6,intel core i5-10300h,8gb,integrated graphics,No Os/ Linux,512gb ssd,999

Lenovo,15.6,intel core i5-12450h,16gb,integrated graphics,No Os/ Linux,512gb ssd,599

Alurin,14,intel celeron n4020,8gb,integrated graphics,No Os/ Linux,256gb ssd,229.9

Acer,15.6,intel core i5-13420h,16gb,rtx 3050,No Os/ Linux,1tb ssd,759

HP,15.6,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,628.99

MSI,17.3,intel core i7-13700h,16gb,rtx 4070,No Os/ Linux,1tb ssd,1399

Asus,14,intel core i7-1360p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1259.01

Asus,17.3,amd ryzen 7 6800h,32gb,rtx 3080,No Os/ Linux,1tb ssd,1899

Asus,14,intel core i5-1135g7,16gb,integrated graphics,No Os/ Linux,512gb ssd,525.95

Dell,15,intel core i5-10210u,8gb,integrated graphics,No Os/ Linux,256gb ssd,1599

HP,14,amd athlon silver 3050c,4gb,integrated graphics,No Os/ Linux,64gb emmc,419

HP,11.6,intel celeron n3350,4gb,integrated graphics,No Os/ Linux,32gb,200

HP,16.1,intel core i7-12700h,16gb,rtx 3060,No Os/ Linux,1tb ssd,1699

HP,16.1,amd ryzen 7 6800h,16gb,rtx 3060,No Os/ Linux,1tb ssd,1619

HP,14,intel core i7-1255u,16gb,rtx 2050,No Os/ Linux,512gb ssd,1399

HP,15.6,intel core i5-1335u,16 gb,integrated graphics,No Os/ Linux,512gb ssd,1069.66

LG,17,intel core i7-1195g7,16gb,integrated graphics,No Os/ Linux,512gb ssd,1699

LG,14,amd ryzen 5 7530u,8gb,integrated graphics,No Os/ Linux,512gb ssd,1069

Lenovo,14,amd ryzen 7 5700u,8gb,integrated graphics,No Os/ Linux,512gb ssd,772.46

Lenovo,15.6,amd ryzen 5 5625u,8 gb,integrated graphics,No Os/ Linux,512gb ssd,469.87

Lenovo,15.6,amd ryzen 5 7520u,8 gb,integrated graphics,No Os/ Linux,512gb ssd,462.93

Lenovo,14,intel core i7-1280p,16 gb,integrated graphics,No Os/ Linux,1tb ssd,1959

MSI,16,intel core i7-13700h,16gb,rtx a1000,No Os/ Linux,1tb ssd,1549.01

MSI,16,intel core i7-13700hx,32gb,rtx 2000,No Os/ Linux,1tb ssd,2449

MSI,17.3,intel core i9-13900h,32gb,rtx 4080,No Os/ Linux,2tb ssd,2849.01

Medion,17.3,intel core i7-13700hx,16gb,rtx 4060,No Os/ Linux,1tb ssd,1440.85

Razer,17.3,intel core i9-12900h,16gb,rtx 3070ti,No Os/ Linux,1tb ssd,2198.98

Asus,14,intel celeron n3350,4gb,integrated graphics,No Os/ Linux,32gb emmc,298.99

Asus,15.6,intel celeron n3350,8gb,integrated graphics,No Os/ Linux,64gb emmc,636.78

Asus,14,m3-8100y,8gb,integrated graphics,No Os/ Linux,64gb emmc,1289.6

Asus,16,intel core i5-1235u,16gb,integrated graphics,No Os/ Linux,256gb ssd,749

Asus,15.6.3,intel core i3-1115g4,8gb,integrated graphics,No Os/ Linux,256gb ssd,748.86

Asus,14,intel celeron n4020,4gb,integrated graphics,No Os/ Linux,64gb emmc,279

Asus,14,intel core i3-1215u,8gb,integrated graphics,No Os/ Linux,256gb ssd,527.18

Asus,15.6,intel core i5-1235u,8gb,integrated graphics,No Os/ Linux,512gb ssd,626.81

Asus,15.6,intel core i5-1235u,8gb,integrated graphics,No Os/ Linux,512gb ssd,596.07

Asus,14,intel core i7-1260p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1543.74

Asus,14,intel core i5-1235u,8gb,integrated graphics,No Os/ Linux,512gb ssd,829.05

Asus,14,intel core i5-1235u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1162.53

Asus,14,intel core i3-1215u,8gb,integrated graphics,No Os/ Linux,256gb ssd,942.39

Asus,14,intel core i5-1340p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1034.47

Asus,16,intel core i5-1240p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1016.27

Asus,16,intel core i5-1340p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1074.55

Asus,14,intel core i5-1155g7,16gb,integrated graphics,No Os/ Linux,512gb ssd,944.51

Asus,14,intel core i5-1340p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1274.67

Asus,14,intel core i5-1340p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1341.45

Asus,14,intel core i7-1255u,16gb,integrated graphics,No Os/ Linux,1tb ssd,1757.48

Lenovo,15.6,intel core i5-12450h,16gb,integrated graphics,No Os/ Linux,512gb ssd,599

Alurin,14,intel celeron n4020,8gb,integrated graphics,No Os/ Linux,256gb ssd,229.9

Acer,15.6,intel core i5-13420h,16gb,rtx 3050,No Os/ Linux,1tb ssd,759

HP,15.6,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,628.99

MSI,17.3,intel core i7-13700h,16gb,rtx 4070,No Os/ Linux,1tb ssd,1399

Asus,14,intel core i7-1360p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1259.01

Asus,15.6,intel core i3-1115g4,8gb,integrated graphics,No Os/ Linux,256gb ssd,479

Asus,15.6,intel core i7-1165g7,8gb,integrated graphics,No Os/ Linux,512gb ssd,657.36

Asus,15.6,intel core i5-1135g7,16gb,integrated graphics,No Os/ Linux,512gb ssd,699

Asus,14,intel core i7-1255u,16gb,integrated graphics,No Os/ Linux,512gb,1208.01

Asus,14,intel core i5-1135g7,16gb,integrated graphics,No Os/ Linux,512gb ssd,447.75

Asus,15.6,intel core i3-1115g4,8gb,integrated graphics,No Os/ Linux,512gb ssd,386.19

Asus,15.6,intel core i3-1115g4,8gb,integrated graphics,No Os/ Linux,256gb ssd,479

Asus,15.6,intel core i5-1135g7,8gb,integrated graphics,No Os/ Linux,512gb ssd,660.41

Asus,15.6,intel core i3-1115g4,8gb,integrated graphics,No Os/ Linux,512gb ssd,579.94

Asus,15.6,,512gb ssd,integrated graphics,No Os/ Linux,"15.6"" (pt)",966.14

Asus,15.6,intel core i7-1165g7,8gb,integrated graphics,No Os/ Linux,512gb ssd,788.69

Asus,13.4,amd ryzen 7 5800hs,16gb,rtx 3050,No Os/ Linux,512gb ssd,2061.35

Asus,16,amd ryzen 9 6900hs,32gb,rtx 3070ti,No Os/ Linux,1tb ssd,4195.67

Asus,13.4,intel core i9-12900h,16gb,rtx 3050ti,No Os/ Linux,1tb ssd,1394.14

Asus,13.4,intel core i9-12900h,16gb,rtx 3050ti,No Os/ Linux,1tb ssd,2274.95

Asus,15.6,amd ryzen 7 4800h,16gb,rtx 3050,No Os/ Linux,1tb ssd,853.25

Asus,15.6,amd ryzen 7 6800h,16gb,rtx 3050,No Os/ Linux,512gb ssd,1199

Asus,15.6,amd ryzen 9 6800hx,32gb,rtx3080,No Os/ Linux,1tb ssd,1778.35

Asus,15.6,amd ryzen 9 6900hx,32gb,rtx3070ti,No Os/ Linux,1tb ssd,2199

Asus,16,intel core i9-14900hx,32gb,rtx 4070,No Os/ Linux,1tb ssd,2289.01

Asus,16,intel core i9-14900hx,32gb,rtx 4060,No Os/ Linux,1tb ssd,1909

Asus,17.3,amd ryzen 7 6800h,32gb,rtx 3060,No Os/ Linux,1tb ssd,1399.65

Asus,17.3,amd ryzen 9 6900hx,32gb,rtx 3080,No Os/ Linux,1tb ssd,2839

Asus,17.3,amd ryzen 9 6900hx,32gb,rtx 3070ti,No Os/ Linux,1tb ssd,1581.55

Asus,18,intel core i9-14900hx,32gb,rtx 4070,No Os/ Linux,1tb ssd,2389

Asus,18,intel core i9-13980hx,32gb,rtx 4070,No Os/ Linux,1tb ssd,2899

Asus,15.6,intel core i9-12900h,32gb,rtx 3080,No Os/ Linux,1tb ssd,3498.99

Asus,17.3,intel core i9-12900h,32gb,rtx 3070ti,No Os/ Linux,1tb ssd,2598.99

Asus,17.3,intel core i9-12950hx,64gb,rtx 3080ti,No Os/ Linux,1tb+1tb ssd,4299

Asus,16,intel core i9-13980hx,64gb,rtx 4090,No Os/ Linux,2tb ssd,6368.48

Asus,16,intel core i9-14900hx,32gb,rtx 4090,No Os/ Linux,1tb ssd+1tb ssd,4099

Asus,16,intel core i9-14900hx,32gb,rtx 4080,No Os/ Linux,1tb ssd,3339

Asus,17.3,intel core i9-12900h,32gb,rtx 3070ti,No Os/ Linux,1tb ssd,3646.91

Asus,18,intel core i9-14900hx,64gb,rtx 4090,No Os/ Linux,2tb ssd+2tb ssd,12105.24

Asus,18,intel core i9-14900hx,64gb,rtx 4090,No Os/ Linux,1tb ssd+1tb ssd,4579

Asus,18,intel core i9-14900hx,32gb,rtx 4090,No Os/ Linux,1tb ssd+1tb ssd,4199

Asus,18,intel core i9-14900hx,32gb,rtx 4090,No Os/ Linux,1tb ssd,4099

Asus,18,intel core i9-14900hx,32gb,rtx 4080,No Os/ Linux,1tb ssd,3529

Asus,18,intel core i9-14900hx,32gb,rtx 4080,No Os/ Linux,1tb ssd+1tb ssd,3719

Asus,16,amd ryzen 9 6900hx,64gb,rtx 3080 ti,No Os/ Linux,4tb ssd,3898.99

Lenovo,15.6,intel core i5-12450h,16gb,integrated graphics,No Os/ Linux,512gb ssd,599

Alurin,14,intel celeron n4020,8gb,integrated graphics,No Os/ Linux,256gb ssd,229.9

Acer,15.6,intel core i5-13420h,16gb,rtx 3050,No Os/ Linux,1tb ssd,759

HP,15.6,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,628.99

MSI,17.3,intel core i7-13700h,16gb,rtx 4070,No Os/ Linux,1tb ssd,1399

Asus,14,intel core i7-1360p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1259.01

Asus,14,amd ryzen 7 6800hs,16gb,radeon rx 6700s,No Os/ Linux,1tb ssd,2394.61

Asus,16,intel core ultra 7 185h,32gb,rtx 4070,No Os/ Linux,1tb ssd,2479

Asus,17.3,amd ryzen 9 5900hx,16gb,rtx 3070,No Os/ Linux,1tb ssd,1374.1

Asus,15.6,intel core i7-12650h,16gb,rtx 3060,No Os/ Linux,512gb ssd,999

Asus,15.6,amd ryzen 7 5800h,8gb,rtx 3060,No Os/ Linux,512gb ssd,1086.37

Asus,15.6,intel core i7-11800h,16gb,rtx 3060,No Os/ Linux,512gb ssd,1544.5

Asus,14,intel core i5-1135g7,8gb,integrated graphics,No Os/ Linux,512gb ssd,648.99

Asus,15.6,intel core i5-1135g7,16gb,integrated graphics,No Os/ Linux,512gb ssd,969

Asus,15.6,intel core i3-1115g4,8gb,integrated graphics,No Os/ Linux,256gb ssd,421.27

Asus,15.6,intel core i5-1235u,16gb,integrated graphics,No Os/ Linux,512gb ssd,649.04

Asus,15.6,intel core i7-1255u,8gb,integrated graphics,No Os/ Linux,512gb ssd,687.76

Asus,15.6,intel core i5-1235u,8gb,integrated graphics,No Os/ Linux,256gb ssd,469.9

Asus,15.6,intel core i7-1065g7,8gb,integrated graphics,No Os/ Linux,512gb ssd,1809.49

Asus,15.6,intel core i5-1135g7,16gb,integrated graphics,No Os/ Linux,512gb ssd,514.05

Asus,15.6.365.12.3,amd ryzen 7 7730u,16gb,integrated graphics,No Os/ Linux,512gb ssd,839

Asus,15.6,intel core i3-1215u,8gb,integrated graphics,No Os/ Linux,256gb ssd,534.28

Asus,15.6,intel core i5-1235u,8gb,integrated graphics,No Os/ Linux,512gb ssd,550.33

Asus,16.365.12.1,intel core i7-11370h,8gb,integrated graphics,No Os/ Linux,512gb ssd,881

Asus,15.6,intel core i5-1135g7,8gb,integrated graphics,No Os/ Linux,512gb ssd,684.87

Asus,14,amd ryzen 7 7730u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1150.97

Asus,14,intel core i3-1115g4,8gb,integrated graphics,No Os/ Linux,256gb ssd,379.14

Asus,16,intel core i7-13700h,16gb,rtx 4060,No Os/ Linux,1tb ssd,1921.39

Asus,16,intel core i5-1135g7,12gb,integrated graphics,No Os/ Linux,512gb ssd,845.88

Asus,15.6.365.12.1,amd ryzen 5 7520u,8gb,integrated graphics,No Os/ Linux,512gb ssd,661

Asus,15.6,pentium n6000,4gb,integrated graphics,No Os/ Linux,128gb emmc,317.5

Asus,15.6,intel core i5-1135g7,8gb,integrated graphics,No Os/ Linux,512gb ssd,906.02

Asus,15.6,amd ryzen 7 5800h,16gb,rtx 3050,No Os/ Linux,512gb ssd,1676.14

Asus,14,intel core i5-1340p,16gb,integrated graphics,No Os/ Linux,512gb ssd,932.12

Asus,14,amd ryzen 7 5825u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1828.92

Asus,14,intel core i5-1240p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1139

Asus,14,intel core i7-1165g7,16gb,integrated graphics,No Os/ Linux,512gb ssd+32gb intel optane,1707.28

Asus,15.6,amd ryzen 7 7735u,16gb,integrated graphics,No Os/ Linux,512gb ssd,1551.12

Asus,15.6,amd ryzen 9 5900hx,16gb,rtx 3050ti,No Os/ Linux,1tb ssd,975.25

Asus,14,amd ryzen 7 5800h 16gb,1tb ssd,integrated graphics,No Os/ Linux,"14""(pt)",1213.5

Acer,15.6,intel celeron n4000,8gb,integrated graphics,No Os/ Linux,128gb ssd,456.89

Acer,15.6,intel celeron n4000,8gb,integrated graphics,No Os/ Linux,256gb ssd,555.82

Acer,15.6,intel core i3-n305,8gb,integrated graphics,No Os/ Linux,256gb ssd,610.96

Acer,15.6,intel core i5-1035g1,12gb,integrated graphics,No Os/ Linux,512gb ssd,398.35

Acer,15.6,intel core i5-1035g1,12gb,integrated graphics,No Os/ Linux,256gb ssd,517.95

Acer,14,intel core i3-1005g1,8gb,integrated graphics,No Os/ Linux,512gb ssd,425

Lenovo,15.6,intel core i5-12450h,16gb,integrated graphics,No Os/ Linux,512gb ssd,599

Alurin,14,intel celeron n4020,8gb,integrated graphics,No Os/ Linux,256gb ssd,229.9

Acer,15.6,intel core i5-13420h,16gb,rtx 3050,No Os/ Linux,1tb ssd,759

HP,15.6,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,628.99

MSI,17.3,intel core i7-13700h,16gb,rtx 4070,No Os/ Linux,1tb ssd,1399

Asus,14,intel core i7-1360p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1259.01

Acer,15.6,intel core i5-1135g7,8gb,integrated graphics,No Os/ Linux,256gb ssd,701.5

Acer,15.6,intel core i5-1135g7,8gb,integrated graphics,No Os/ Linux,128gb ssd,971.03

Acer,16.3,intel core i7-1260p,16gb,integrated graphics,No Os/ Linux,256gb ssd,1178.85

Acer,14,intel core i5-1130g7,8gb,integrated graphics,No Os/ Linux,256gb ssd,789

Acer,14,intel core i7-11800h,16gb,rtx 3050 ti,No Os/ Linux,512gb ssd,1771.97

Acer,15.6,intel core i5-10300h,8gb,integrated graphics,No Os/ Linux,512gb ssd,1294.48

Acer,15.6,intel core i5-10300h,8gb,integrated graphics,No Os/ Linux,512gb ssd,1194.77

Acer,14,intel core i7-11800h,16gb,integrated graphics,No Os/ Linux,1tb ssd,1916.49

Acer,14,intel core i7-11800h,16gb,integrated graphics,No Os/ Linux,1tb ssd,5533.87

Acer,15.6,intel core i7-11800h,32gb,rtx 3080,No Os/ Linux,1tb ssd,3408.99

Acer,15.6,amd ryzen 5 3500u,8gb,integrated graphics,No Os/ Linux,512gb ssd,490

Acer,15.6,amd ryzen 3 3250u,8gb,integrated graphics,No Os/ Linux,256gb ssd,378.99

Acer,15.6,amd ryzen 5 7520u,8gb,integrated graphics,No Os/ Linux,512gb ssd,398.79

Acer,15.6,intel core i3-1005g1,8gb,integrated graphics,No Os/ Linux,512gb ssd,344

Acer,15.6,intel core i3-1005g1,8gb,integrated graphics,No Os/ Linux,256gb ssd,615.99

Acer,15.6,intel core i7-1165g7,16gb,integrated graphics,No Os/ Linux,512gb ssd,550.67

Acer,15.6,intel core i3-1115g4,8gb,integrated graphics,No Os/ Linux,256gb ssd,528.04

Acer,15.6,intel core i5-1135g7,8gb,integrated graphics,No Os/ Linux,256gb ssd,614.59

Acer,15.6,intel core i5-1135g7,8gb,integrated graphics,No Os/ Linux,256gb ssd,542.37

Acer,15.6,intel core i5-1235u,8gb,integrated graphics,No Os/ Linux,512gb ssd,591.23

Acer,15.6,intel core i7-1255u,8gb,integrated graphics,No Os/ Linux,512gb ssd,732.65

Acer,15.6,intel core i7-1255u,16gb,integrated graphics,No Os/ Linux,512gb ssd,693.47

Acer,15.6,amd ryzen 5 5600h,16gb,rtx 3060,No Os/ Linux,512gb ssd,815.55

Acer,15.6,amd ryzen 7 5800h,16gb,rtx 3060,No Os/ Linux,1tb ssd,911.14

Acer,14,intel core i5-1135g7,8gb,integrated graphics,No Os/ Linux,512gb ssd,1499

Acer,16,intel core i7-13700hx,16gb,rtx 4060,No Os/ Linux,1tb ssd,1658.83

Acer,16,intel core i7-13700hx,32gb,rtx 4070,No Os/ Linux,1tb ssd,1867.19

Acer,15.6,intel core i7-10750h,16gb,rtx 3060,No Os/ Linux,1tb ssd,887.25

Acer,15.6,intel core i7-11800h,32gb,rtx3070,No Os/ Linux,1tb ssd,1290

Acer,15.6,intel core i7-12700h,32gb,rtx3070,No Os/ Linux,1tb ssd,1438.7

Acer,16,intel core i7-11800h,32gb,rtx 3060,No Os/ Linux,1tb ssd,1282.6

Acer,14,intel core i5-1135g7,8gb,integrated graphics,No Os/ Linux,512gb ssd,778.98

Acer,14,intel core i5-1135g7,16gb,integrated graphics,No Os/ Linux,512gb ssd,912.36

Alurin,15.6.11,amd ryzen 5 5500u,16gb,integrated graphics,Windows,500gb ssd,588.86

Alurin,15.6,amd ryzen 5 5500u,8gb,integrated graphics,No Os/ Linux,256gb ssd,315.2

Alurin,15.6.11,amd ryzen 5 5500u,8gb,integrated graphics,Windows,256gb,479.9

Alurin,15.6.11,amd ryzen 7 5700u,16gb,integrated graphics,Windows,1tb ssd,629.9

Alurin,15.6,amd ryzen 7 5700u,8gb,integrated graphics,No Os/ Linux,500gb ssd,469.9

Alurin,15.6.11,amd ryzen 7 5700u,8gb,integrated graphics,Windows,500gb ssd,589.9

Alurin,15.6,intel core i5-1155g7,16gb,integrated graphics,No Os/ Linux,500gb ssd,529.9

Lenovo,15.6,intel core i5-12450h,16gb,integrated graphics,No Os/ Linux,512gb ssd,599

Alurin,14,intel celeron n4020,8gb,integrated graphics,No Os/ Linux,256gb ssd,229.9

Acer,15.6,intel core i5-13420h,16gb,rtx 3050,No Os/ Linux,1tb ssd,759

HP,15.6,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,628.99

MSI,17.3,intel core i7-13700h,16gb,rtx 4070,No Os/ Linux,1tb ssd,1399

Asus,14,intel core i7-1360p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1259.01

Alurin,15.6.11,intel core i3-1125g4,8gb,integrated graphics,Windows,256gb ssd,449.9

Alurin,15.6.11,intel core i3-1125g4,8gb,integrated graphics,Windows,500gb ssd,489.9

Alurin,15.6,intel core i5-1155g7,16gb,integrated graphics,No Os/ Linux,500gb ssd,499.9

Alurin,15.6,intel core i5-1155g7,16gb,integrated graphics,No Os/ Linux,500gb ssd,499.9

Alurin,15.6,intel core i5-1155g7,16gb,integrated graphics,No Os/ Linux,500gb ssd,529.9

Alurin,15.6,intel core i5-1155g7,16gb,integrated graphics,No Os/ Linux,500gb ssd,529.9

Alurin,15.6.11,intel core i5-1155g7,8gb,integrated graphics,Windows,256gb,519.9

Alurin,14,intel core i5-1155g7,8gb,integrated graphics,No Os/ Linux,500gb ssd,419.89

Alurin,15.6,intel core i7-1255u,16gb,integrated graphics,No Os/ Linux,500gb ssd,659.9

Alurin,14,intel core i3-10110u,8gb,integrated graphics,No Os/ Linux,128gb ssd,469

Alurin,14,intel core i3-10110u,8gb,integrated graphics,No Os/ Linux,512gb ssd,528.85

Alurin,14.1,pentium n4200,4gb,integrated graphics,No Os/ Linux,128gb ssd,274

Alurin,14.1,pentium n4200,8gb,integrated graphics,No Os/ Linux,128gb ssd,340

Alurin,14.1,pentium n4200,8gb,integrated graphics,No Os/ Linux,256gb ssd,354

Alurin,15.6,amd ryzen 7 5700u,16gb,integrated graphics,No Os/ Linux,500gb ssd,589.9

Alurin,15.6.11,amd ryzen 7 5700u,16gb,integrated graphics,Windows,500gb ssd,659.9

Alurin,15.6,amd ryzen 7 5700u,8gb,integrated graphics,No Os/ Linux,500gb ssd,519.9

Alurin,15.6.11,intel core i5-1235u,16gb,integrated graphics,Windows,1tb ssd,699.9

Alurin,15.6,intel core i5-1235u,16gb,integrated graphics,No Os/ Linux,500gb ssd,559.9

Alurin,15.6.11,intel core i5-1235u,16gb,integrated graphics,Windows,500gb ssd,739

Alurin,15.6,intel core i5-1235u,8gb,integrated graphics,No Os/ Linux,500gb ssd,529.9

Alurin,15.6.11,intel core i5-1235u,8gb,integrated graphics,Windows,500gb ssd,649.9

Apple,13.3,m1,8 gb,gpu octa core,MacOs,512gb ssd,1076.99

Apple,13.3,intel core i3,8gb,integrated graphics,MacOs,256gb ssd,789

Apple,13.3,intel core i3,8gb,integrated graphics,MacOs,256gb ssd,789

Apple,13.3,intel core i3,8gb,integrated graphics,MacOs,256gb ssd,739.99

Apple,13.3,intel core i5 1.6ghz,8gb,integrated graphics,MacOs,128gb ssd,533

Apple,13.3,intel core i5,16gb,integrated graphics,MacOs,512gb ssd,899

Apple,13.3,intel core i5,8 gb,integrated graphics,MacOs,256gb ssd,873

Apple,13.3,intel core i5,8gb,integrated graphics,MacOs,128gb ssd,572

Apple,13.3,intel core i5,8gb,integrated graphics,MacOs,256 gb ssd,707.99

Apple,13.3,intel core i5,8gb,integrated graphics,MacOs,256gb ssd,591

Apple,13.3,intel core i5,8gb,integrated graphics,MacOs,512gb ssd,879.99

Apple,13.3,intel core i5,8gb,integrated graphics,MacOs,512gb ssd,889.99

Apple,12,intel core i5,512gb,integrated graphics,MacOs,"12"" plata",659

Apple,16.2,max,32gb,integrated graphics,MacOs,1tb ssd,3054.99

Apple,16.2,max,64gb,integrated graphics,MacOs,2tb ssd,3854.99

Apple,16.2,m1 pro,16gb,integrated graphics,MacOs,1tb ssd,2354.99

Apple,16.2,m1 pro,16gb,integrated graphics,MacOs,512gb ssd,2018

Apple,13.3,m1,8gb,gpu octa core,MacOs,256gb ssd,1067

Lenovo,15.6,intel core i5-12450h,16gb,integrated graphics,No Os/ Linux,512gb ssd,599

Alurin,14,intel celeron n4020,8gb,integrated graphics,No Os/ Linux,256gb ssd,229.9

Acer,15.6,intel core i5-13420h,16gb,rtx 3050,No Os/ Linux,1tb ssd,759

HP,15.6,intel core i5-1335u,16gb,integrated graphics,No Os/ Linux,512gb ssd,628.99

MSI,17.3,intel core i7-13700h,16gb,rtx 4070,No Os/ Linux,1tb ssd,1399

Asus,14,intel core i7-1360p,16gb,integrated graphics,No Os/ Linux,512gb ssd,1259.01

Apple,16.2,max,32gb,integrated graphics,MacOs,1tb ssd,3898.99

Apple,13.3,intel core i5 1.4ghz,8gb,integrated graphics,MacOs,128gb ssd,679

Apple,13.3,intel core i5 1.4ghz,8gb,integrated graphics,MacOs,128gb ssd,679

Apple,13.3,intel core i5 1.4ghz,8gb,integrated graphics,MacOs,256gb ssd,843.99

Apple,13.3,intel core i5 2.4ghz,8gb,integrated graphics,MacOs,256gb ssd,707.99

Apple,13.3,intel core i5,16gb,integrated graphics,MacOs,1tb ssd,1037.99

Apple,13.3,intel core i5,16gb,integrated graphics,MacOs,1tb ssd,1037.99

Apple,13.3,intel core i5,16gb,integrated graphics,MacOs,512gb ssd,1017.99

Apple,13.3,intel core i5,8gb,integrated graphics,MacOs,256gb ssd,843.99

Apple,13.3,intel core i5,8gb,integrated graphics,MacOs,512gb ssd,882.99

Apple,13.3,intel core i5,8gb,integrated graphics,MacOs,512gb ssd,882.99

Apple,13.6,m2,16gb,integrated graphics,MacOs,1tb ssd,1999

Apple,13.6,m2,16gb,octa core gpu,MacOs,256gb ssd,1386.99

Apple,13.6,m2,8gb,integrated graphics,MacOs,512gb ssd,1349

Apple,13.6,m2,8gb,deca core gpu,MacOs,512gb ssd,1514

Apple,14,max 14 n cleos,36gb,gpu 30 n cleos,MacOs,1tb ssd,3999

Asus,14,intel celeron n4020,4gb,integrated graphics,No Os/ Linux,64gb emmc,840.39

Asus,15.6,intel celeron n4020,4gb,integrated graphics,No Os/ Linux,128gb emmc,310.58

Asus,14,intel core i5-1240p,16gb,integrated graphics,No Os/ Linux,512gb ssd,869.51

Asus,14,intel core i5-1135g7,8gb,integrated graphics,No Os/ Linux,512gb ssd,410.92

Asus,14,intel core i5-1035g1,8gb,integrated graphics,No Os/ Linux,512gb ssd,441.65

Asus,15.6,amd ryzen 7 5800h,16gb,rtx 3060,No Os/ Linux,1tb ssd,1634.05

Asus,17.3,amd ryzen 9 5900hx,32gb,rtx 3080,No Os/ Linux,1tb ssd,1942

Asus,14,amd ryzen 9 4900hs,16gb,integrated graphics,No Os/ Linux,1tb ssd,1161.25

Asus,14,amd ryzen 9 6900hs,32gb,integrated graphics,No Os/ Linux,1tb ssd,3116.45

Asus,15.6,amd ryzen 9 5900hs,32gb,rtx 3070,No Os/ Linux,1tb ssd,1849.3

Asus,17.3,intel core i7-10875h,32gb,rtx 2080,No Os/ Linux,1tb ssd,1654.1

Asus,17.3,intel core i9-11900h,32gb,rtx 3080,No Os/ Linux,3tb ssd,3398.99

Asus,15.6,intel core i7-10750h,16gb,rtx2070,No Os/ Linux,1tb ssd,1575.94

Asus,15.6,amd ryzen 9 5900hx,16gb,rtx3070,No Os/ Linux,1tb ssd,1323.05

Asus,15.6,amd ryzen 7 5800h,32gb,rtx3070,No Os/ Linux,1tb ssd,2519

Asus,15.6,amd ryzen 7 5800h,32gb,rtx 3070,No Os/ Linux,1tb ssd,1179.3

Asus,15.6,intel core i7-10750h,16gb,rtx2060,No Os/ Linux,512gb ssd,1222.9

Asus,17.3,intel core i7-9750h,16gb,rtx2070,No Os/ Linux,512gb ssd,1147.9

Asus,15.6,intel core i7-11370h,16gb,rtx 3060,No Os/ Linux,512gb ssd,942.7
